,condition,label,sentence
8568,memory,negative,What I'd like is for the laptop to run well without having to purchase additional memory.
8569,run,neutral,What I'd like is for the laptop to run well without having to purchase additional memory.
8570,works,positive,It works exactly like it did the day I took it out of the box.
8571,connection with the internet,positive,"It is fast booting up , shutting down, and connection with the internet."
8572,booting up,positive,"It is fast booting up , shutting down, and connection with the internet."
8573,shutting down,positive,"It is fast booting up , shutting down, and connection with the internet."
8574,battery life,positive,The battery life is great.
8575,gaming,negative,This is not a serious gaming laptop or a serious media machine;
8576,hard drive,neutral,  They replaced my hard drive as well as my mother board.
8577,mother board,neutral,  They replaced my hard drive as well as my mother board.
8578,system,positive,There is nothing to complain about the system.
8579,OSX,positive,and it comes with the new OSX that comes with new features that makes the use more easy.
8580,features,positive,and it comes with the new OSX that comes with new features that makes the use more easy.
8581,use,positive,and it comes with the new OSX that comes with new features that makes the use more easy.
8582,screen,negative,"Now the screen is going darker, darker, darker."
8583,KEYS,negative,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.
8584,KEYBOARD,negative,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.
8585,KEYS,negative,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.
8586,Features,neutral,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc."
8587,Dashboard,neutral,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc."
8588,return policy,negative,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.
8589,battery,negative,"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found."
8590,portability,positive,Great pick for portability and affordability.
8591,affordability,positive,Great pick for portability and affordability.
8592,set up,positive,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network."
8593,hook to my wireless network,positive,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network."
8594,aluminum style,positive,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."
8595,specs,positive,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."
8596,nvidia 9800,neutral,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."
8597,arm piece,positive,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.
8598,carry,positive,I take it everywhere with me because it's so easy to carry.
8599,battery,negative,The only thing is that the battery won't last more than 1/2 an hour.
8600,1-year-warranty,neutral,The first fell apart right after the 1-year-warranty.
8601,word,conflict,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.
8602,word processer,positive,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.
8603,keyboard,positive,The keyboard has a wonderful nature feel.
8604,battery,neutral,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it."
8605,hard disk,neutral,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it."
8606,battery,negative,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.
8607,battery,positive,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.
8608,performance specs,neutral,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard."
8609,features,neutral,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard."
8610,quality control,negative,I have no idea how this could have even gotten past quality control during production.
8611,touch-mouse,negative,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding."
8612,numeric pad,negative,"Oh yea, has no numeric pad on the side."
8613,cover for the DVD drive,negative,"The cover for the DVD drive soon came off, too--a mark of poor construction quality."
8614,construction quality,negative,"The cover for the DVD drive soon came off, too--a mark of poor construction quality."
8615,arm velcro,negative,But the arm velcro is torn after one use.
8616,software,positive,The software is amazing.
8617,LCD,negative,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards."
8618,2 GB of RAM,positive,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown."
8619,Windows 7,positive,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown."
8620,programs,positive,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown."
8621,battery life,positive,"The battery life is amazing, the versitility is outstanding."
8622,versitility,positive,"The battery life is amazing, the versitility is outstanding."
8623,Safari,neutral,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it."
8624,Vista,negative,Vista is a nightmare.
8625,program,positive,The program came with the computer and works beautifully.
8626,hinge design,negative,"the hinge design forced you to place various connections all around the computer, left right and front."
8627,screen,positive,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it."
8628,display,positive,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it."
8629,browsers,neutral,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it."
8630,Runs,negative,The So called laptop Runs to Slow and I hate it!
8631,Charger,negative,Charger seems large for this class of computer.
8632,speakers,negative,I dislike the quality and the placement of the speakers.
8633,screen graphics,positive,"The screen graphics and clarity, and sharpness are great."
8634,clarity,positive,"The screen graphics and clarity, and sharpness are great."
8635,sharpness,positive,"The screen graphics and clarity, and sharpness are great."
8636,customer support,positive,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
8637,performance,neutral,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
8638,safety feature,neutral,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
8639,unibody design,positive,The unibody design is edgy and durable.
8640,BOOTING UP,negative,STOPPED BOOTING UP less than a week after my one-year warranty was up.
8641,one-year warranty,neutral,STOPPED BOOTING UP less than a week after my one-year warranty was up.
8642,cost,positive,"But, for the cost this is a winner."
8643,charge,negative,Later it held zero charge and its replacement worked for less than three months.
8644,battery,negative,"  Also, the battery does not last very long at all."
8645,software,conflict,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."
8646,software,negative,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."
8647,price,neutral,I looked around and based off my price/features comparison from a brand I trusted I landed here.
8648,features,neutral,I looked around and based off my price/features comparison from a brand I trusted I landed here.
8649,services,negative,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.
8650,performance,positive,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
8651,speed,positive,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
8652,use,positive,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
8653,Bluetooth 3,neutral,Unless you need the Bluetooth 3.
8654,warrenty,negative,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.
8655,fan blade,negative,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.
8656,internet connection,negative,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed."
8657,external harddrives,negative,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.
8658,Windows 7 Starter,negative,I don't understand why only Windows 7 Starter is included.
8659,functionality,positive,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
8660,value,positive,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
8661,simplicity,positive,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
8662,look,positive,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
8663,looking,positive,My macbook is so much better looking and so thin!
8664,use,positive,The ease of use is wonderful.
8665,Windows 7 Starter,neutral,This system came loaded with Windows 7 Starter.
8666,battery life,negative,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August)."
8667,battery,negative,The battery gets so HOT it is scary.
8668,programs,positive,Best thing is I can use existing 32 bit old programs.
8669,keys,positive,It's so nice to look at and the keys are easy to type with.
8670,look,positive,It's so nice to look at and the keys are easy to type with.
8671,Windows,negative,I am forever changed and will no longer buy a Windows based machine for personal use.
8672,mouse keys,negative,The only thing I would change about it is the mouse keys.
8673,features,negative,"It is absolutely horrible to use, despite all its so called advanced features."
8674,use,negative,"It is absolutely horrible to use, despite all its so called advanced features."
8675,drivers,neutral,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site."
8676,Windows 7 Ultimate,neutral,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site."
8677,mute,negative,I have to keep turning it until it decides to lower and there is no mute.
8678,color reproduction,positive,It's still beautiful and has better color reproduction than I could ever expect from a notebook.
8679,warranty,neutral,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.
8680,use,positive,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.
8681,start up,positive,"u can do what u want in just few seconds, even to start up your computer takes few seconds."
8682,features,positive,"Also, macbooks come with much more features which are so cool!"
8683,Sony 'Certified' technician,neutral,They sent out a Sony 'Certified' technician.
8684,proprietary software,positive,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.
8685,Apple Care plan,positive,Getting the Apple Care plan is a must.
8686,cd drive,neutral,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.
8687,video games,neutral,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.
8688,programs,neutral,"I am constantly trying to uninstall programs, clean cookies, and delete unused files."
8689,processor,positive,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features."
8690,memory,positive,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features."
8691,hard drive,positive,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features."
8692,web cam,positive,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features."
8693,screen,positive,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features."
8694,features,positive,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features."
8695,battery,negative,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.
8696,graphics,positive,The graphics on this computer are also stellar - very clear and vivid.
8697,trial software,negative,"Aside from the trial software and the short battery life, lack of a webcam, its great."
8698,battery life,negative,"Aside from the trial software and the short battery life, lack of a webcam, its great."
8699,webcam,negative,"Aside from the trial software and the short battery life, lack of a webcam, its great."
8700,Windows,positive,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point."
8701,motherboard,negative,I think that if it is the motherboard again so soon that they should replace it.
8702,programs,positive,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC."
8703,loads,positive,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC."
8704,Graphics,positive,"Graphics are clean and sharp, internet interfaces are seamless."
8705,internet interfaces,positive,"Graphics are clean and sharp, internet interfaces are seamless."
8706,black keyboard,negative,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!"
8707,service,negative,Sony parts reliability and quality of service is recenlty the worst.
8708,software options,negative,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications."
8709,applications,negative,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications."
8710,features,neutral,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs."
8711,functioning,neutral,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs."
8712,programs,neutral,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs."
8713,Office,positive,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs."
8714,works,positive,It just works flawlessly!
8715,service center,negative,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution."
8716,port,negative,I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).
8717,battery,negative,  also the battery is completely shot.
8718,cooling system,positive,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...
8719,grafics card,positive,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...
8720,LED backlit screen,positive,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...
8721,8GB RAM,positive,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...
8722,instructions,negative,The biggest problem is that the box had no instructions in it.
8723,operation,negative,"But after using it a couple of weeks, the overall operation is poor."
8724,value,positive,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box."
8725,built,positive,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box."
8726,works,positive,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box."
8727,Screen,positive,Screen is crystal clear and the system is very responsive.
8728,system,positive,Screen is crystal clear and the system is very responsive.
8729,cost,conflict,I will stack it up against laptops that cost twice as much any day.
8730,cursor,negative,Or the cursor would show up some place else.
8731,software,neutral,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
8732,operate,positive,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
8733,gadgets,neutral,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
8734,Windows,negative,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive."
8735,hard drive,negative,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive."
8736,disk image,negative,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive."
8737,track pad,positive,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!"
8738,track pad,positive,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!"
8739,disc drive,negative,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive."
8740,drive,negative,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive."
8741,drive,neutral,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive."
8742,Appleworks,negative,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all."
8743,word processing program,negative,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all."
8744,size,neutral,I already have a HP laptop I bought last year that's standard size.
8745,Battery,negative,Battery is not upgradable to a longer life battery.
8746,battery,negative,Battery is not upgradable to a longer life battery.
8747,usage,positive,apple has a reputation and is well known for its easy usage.
8748,speaker grill,negative,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.
8749,MacOSX,positive,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
8750,Windows 7,positive,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
8751,dual-core,neutral,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
8752,quad-core,neutral,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
8753,"22"" Monitor",neutral,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
8754,graphics,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
8755,programs,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
8756,Garageband,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
8757,default background,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
8758,Screen,neutral,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone."
8759,keyboard,neutral,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone."
8760,screen,positive,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone."
8761,island backlit keyboard,positive,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone."
8762,multi-touch mouse,positive,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone."
8763,mouse,neutral,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone."
8764,OS,conflict,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!
8765,Windows,neutral,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!
8766,iWork,neutral,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office)."
8767,programs,neutral,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office)."
8768,Microsoft Office,neutral,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office)."
8769,word processing,neutral,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office)."
8770,spreadsheets,neutral,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office)."
8771,presentations,neutral,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office)."
8772,runs,positive,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC."
8773,warranty,neutral,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.
8774,built it web cam,positive,It also came with a built it web cam which is great because I can see an communicate with my family members back home.
8775,monitor,positive,Good monitor and performed well.
8776,performed,positive,Good monitor and performed well.
8777,navigate,positive,It was secure and easy to navigate.
8778,graphics cards,positive,"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around."
8779,bluray player,neutral,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.
8780,book,negative,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.
8781,systems,positive,They are by far the easiest systems to actually learn about computers with.
8782,internet,neutral,this apple navigates you thru the unexplored world of the internet.
8783,video card,conflict,"The video card is great for media, and above average for gaming, but not a gamers first choice."
8784,gaming,positive,"The video card is great for media, and above average for gaming, but not a gamers first choice."
8785,media,positive,"The video card is great for media, and above average for gaming, but not a gamers first choice."
8786,3 year warranty,neutral,"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement."
8787,thermal paste,negative,"Apparently there is a manufacturing defect, something with the amount of thermal paste."
8788,internals,negative,Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.
8789,customer support,negative,Took several hours with customer support before I could even start the PC out of the box.
8790,facial recognition,negative,Asus facial recognition doesn't work and windows logon isn't either.
8791,windows logon,negative,Asus facial recognition doesn't work and windows logon isn't either.
8792,Windows Vista,negative,Windows Vista makes this computer almost unusable for online service.
8793,online service,negative,Windows Vista makes this computer almost unusable for online service.
8794,recovery DVDs,positive,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you."
8795,webcam,neutral,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.
8796,keyboard,neutral,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.
8797,carry,positive,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.
8798,display,positive,Can listen to my music and watch my videos with ease and with a great display.
8799,features,neutral,"Otherwise, all other features are a 1"
8800,performance,positive,The performance is awesome.
8801,display,negative,The display is beyond horrible.
8802,memory,negative,There is hardly any memory on the computer's hard drive.
8803,hard drive,negative,There is hardly any memory on the computer's hard drive.
8804,sound,negative,"Actually, I had noticed the one on the sales floor also didn't have sound!"
8805,fans,neutral,"Next, most Acer laptop fans are on the bottom which is right on your laptop."
8806,preformed,positive,the laptop preformed pretty well.
8807,system,neutral,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.
8808,windows OS,negative,I loved the netbook (minus the fact that it was windows OS) until this started happening.
8809,user interface,positive,"The minute you fire it up it's all good, very easy user interface."
8810,warrenty,negative,  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.
8811,iDVD,positive,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be."
8812,program,positive,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be."
8813,program,positive,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be."
8814,hard drive,neutral,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.
8815,battery,negative,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.
8816,screen,positive,"I love the easy to see screen, and It works well for work, persoal or just play."
8817,works,positive,"I love the easy to see screen, and It works well for work, persoal or just play."
8818,word processing,neutral,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want."
8819,surfing,neutral,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want."
8820,mouse pad,negative,the mouse pad and buttons are the worst i've ever seen.
8821,buttons,negative,the mouse pad and buttons are the worst i've ever seen.
8822,graphics,positive,Awesome graphics!
8823,play,positive,It really is perfect for work and play.
8824,work,positive,It really is perfect for work and play.
8825,Intel i processors,negative,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists)."
8826,edge,negative,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists)."
8827,edges,negative,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists)."
8828,sound quality via USB,negative,One drawback I noticed was sound quality via USB.
8829,battery life,negative,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased."
8830,warranty,negative,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased."
8831,extended life battery,conflict,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased."
8832,operating system,negative,"I have had another Mac, but it got slow due to an older operating system."
8833,Windows XP drivers,negative,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out."
8834,sound card,negative,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out."
8835,Windows 7,positive,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out."
8836,features,positive,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need."
8837,budget,positive,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need."
8838,motherboard,negative,"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems."
8839,Google Chrome,conflict,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes."
8840,speakers,negative,"Also the speakers are not very loud, But it is a netbook."
8841,PRICE,positive,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!
8842,screen,negative,Just a black screen!
8843,art aspect,positive,A key contributor that led me to Mac is the art aspect.
8844,battery,negative,"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on."
8845,surfing,positive,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc."
8846,pre-loaded Norton Firewall/Security program,negative,My first problem was with the pre-loaded Norton Firewall/Security program.
8847,USB connect,negative,"I had a USB connect but, i can't use it because it is not compatible."
8848,hard drive,negative,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed."
8849,expense,negative,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers)."
8850,cd drive,conflict,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop."
8851,multi-touch trackpad,positive,I love the multi-touch trackpad.
8852,extended warranties,negative,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.
8853,cost,negative,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.
8854,software,positive,"Not too much ""junk"" software to remove."
8855,performance,negative,System is loosing about 20% of performance because of that.
8856,System,negative,System is loosing about 20% of performance because of that.
8857,quality,positive,"It is easy to use, good quality and good price."
8858,price,positive,"It is easy to use, good quality and good price."
8859,use,positive,"It is easy to use, good quality and good price."
8860,Apple keyboard,neutral,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!"
8861,PC's keyboard,neutral,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!"
8862,extended warranty,neutral,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.
8863,RAM,neutral,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM."
8864,hard drive,negative,"  The hard drive crashed as well, and I had to buy a new  power cord."
8865,power cord,negative,"  The hard drive crashed as well, and I had to buy a new  power cord."
8866,battery,negative,Another issue I have with it is the battery.
8867,power supply,neutral,"After 2 months of complaints, Asus finally sent the right power supply to my techies."
8868,techies,neutral,"After 2 months of complaints, Asus finally sent the right power supply to my techies."
