text,condition,label,score
"My friend just had to replace his entire motherboard , so did my wife , and it looks like I will have to as well .",motherboard,Negative,0
The screen resolution was exactly what I was looking for .,screen resolution,Positive,2
I eventually did the migration from my iMac backup disc which uses USB .,iMac backup disc,Neutral,1
"Overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",screen,Positive,2
"I also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",my toshiba feature,Positive,2
"Well , I have to say since I bought my Mac , I wo n't ever go back to any Windows .",Windows,Negative,0
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident !!!",power adapter,Negative,0
When you call tech support you were routed to someone who was in another country and did not know what they were doing .,tech support,Negative,0
I recommend for word processing and internet users .,internet,Positive,2
"For the not so good , I got the stock screen - which is VERY glossy .",stock screen,Negative,0
Product support very poor as each phone call costs me long distan,Product support,Negative,0
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",screen,Negative,0
It has a faster processor and more ram .,ram,Positive,2
"It has many great programs , such as ILife , iPhotos and others .",programs,Positive,2
"The Mac takes about the same amount of starting-up time as the average PC , but keeps itself cleaned up and ready to use .",starting-up time,Positive,2
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY .,WARRANTY SERVICE,Negative,0
There is hardly any memory on the computer 's hard drive .,memory,Negative,0
Then after paying for it to be examined I was told it was same problem cited on website but I 'd have to pay anyways since it was past warrenty .,warrenty,Negative,0
"Now , as easy as it is to use , and I do think it is a great STARTER laptop .",use,Positive,2
it is very easy for anyone to use an apple and specially the mcbook pro notebook .,use,Positive,2
"No temporary replacement , they are out of replacements because `` many computers had problems with the Nvidia chipset '' - Inquired status of repair .",Nvidia chipset,Negative,0
"I bought it from HSN because it was `` bundled '' with extra software , but as it turns out , that software just crashes it more often ...",software,Negative,0
3 -RRB- Horrible customer support,customer support,Negative,0
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the `` sales '' team , which is the retail shop which I bought my netbook from .",tech guy,Neutral,1
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",screen,Positive,2
Called tech support and got the usual Acer `` We do n't support software but for $ $ $ we can help you '' I explained there was no software involved in booting .,software,Negative,0
It gives me the power and speed that I need to run all the programs I use to edit .,programs,Neutral,1
I can have both OSX and Windows XP running at the same time !,Windows XP,Positive,2
This laptop is a great price and has a sleek look .,price,Positive,2
"But with A WAY Bigger Screen , and IS able to connect to an HDMI .",HDMI,Neutral,1
All for such a great price .,price,Positive,2
"I connect a LaCie 2Big external drive via the firewire 800 interface , which is useful for Time Machine .",Time Machine,Neutral,1
Called tech support and got the usual Acer `` We do n't support software but for $ $ $ we can help you '' I explained there was no software involved in booting .,software,Negative,0
BUT there 's this application called Boot Camp which allows you to add another OS X like Windows .,Windows,Neutral,1
"I wish iWork or MS Office came with the Mac , but MS Office does n't even come with most pc laptops .",MS Office,Negative,0
There is no number pad to the right of the keyboard which is a bummer .,pad,Negative,0
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",OS,Positive,2
But other than that I am blown away by all the features this laptop offers .,features,Positive,2
Obviously one of the most important features of any computer is the `` human interface .,human interface,Neutral,1
"I contacted Acer and they are giving me FREE recovery DVDs , so do n't go and pay for them , just ask for them and they should give them to you .",recovery DVDs,Positive,2
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted .,feature,Positive,2
"I think part of the problem with this computer is Vista , yet I know Vista is n't the entire issue because my latest purchase was my Acer and it also has Vista -LRB- I should have waited the few months to get the next operating system -RRB- .",Vista,Negative,0
"If you really want a bang-up system and do n't need to run Windows applications , go with an Apple ;",Windows applications,Neutral,1
"It is fast booting up , shutting down , and connection with the internet .",shutting down,Positive,2
The unibody design is edgy and durable .,unibody design,Positive,2
and looks very sexyy :D really the mac book pro is the best laptop specially for students in college if you are not caring about price .,price,Negative,0
I 'm learning the finger options for the mousepad that allow for quicker browsing of web pages .,browsing,Positive,2
I could save ten essay papers and have hardly any memory left .,memory,Negative,0
Also kinda loud when the fan was running .,fan,Negative,0
"First of all , they had no record of me having the 3 year warranty I 'd paid almost $ 400 for , and I had to call in , spend hours on their online chat service , and fax in multiple documents .",online chat service,Negative,0
The machine is slow to boot up and occasionally crashes completely .,boot up,Negative,0
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",Dreamweaver,Neutral,1
This is a review of windows vista system .,windows vista system,Neutral,1
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Office Mac applications,Negative,0
the laptop preformed pretty well .,preformed,Positive,2
"Most everything is fine with this machine : speed , capacity , build .",capacity,Positive,2
Great pick for portability and affordability .,affordability,Positive,2
"The screen is a little glary , and I hated the clicking buttons , but I got used to them .",screen,Negative,0
"With all the programs that came with it , such as iLife and iWork , I was set from the very beginning .",iWork,Neutral,1
"Web access through the 3G network is so slow , it 's very frustrating and VERY DISAPPOINTING .",Web access,Negative,0
It works fine with our wireless and they 've had not problems .,works,Positive,2
"The Macbook arrived in a nice twin packing and sealed in the box , all the functions works great .",functions,Positive,2
They sent it back with a huge crack in it and it still did n't work .,work,Negative,0
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,mouse pointer,Negative,0
"Fan vents to the side , so no cooling pad needed , great feature !",cooling pad,Neutral,1
"My only disappointment with the 13 '' model is that they 're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards , however the trade-off is that you achieve a longer battery life -LRB- of about 2 more hours -RRB- .",processor,Negative,0
The lcd screen stopped working on mine after 10 months .,lcd screen,Negative,0
"One suggestion I do have , is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC .",Microsoft office for the mac,Negative,0
"It even has a great webcam , and Skype works very well .",webcam,Positive,2
The processor is very quick and effective as I load webpages and applications .,applications,Neutral,1
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,cords,Negative,0
"The processor went on me , the fan went and the motherboard went .",motherboard,Negative,0
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed , etc. .",memory,Negative,0
It runs very quiet too which is a plus .,runs,Positive,2
great battery life .,battery life,Positive,2
It played various games without problems and ran aero smoothly and flawlessly .,games,Neutral,1
"But sitting on a lap or on a desk in front of you it looks more than big enough -LRB- this could be because Im used to my Lenovo 10 tablet now -RRB- plus this is a great size if I want to unplug the external keyboard , mouse , and monitor to take it with me when I take photos and video .",monitor,Neutral,1
"There are several programs for school or office use -LRB- Pages , Numbers , Keynote , etc. -RRB- , music -LRB- Garageband -RRB- , photo management -LRB- Photo Booth , iPhoto -RRB- , video-editing or movie-making -LRB- iMovie -RRB- , etc. .",Pages,Neutral,1
"The screen is framed by half - to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen size,Negative,0
I dual boot with Linux and that other security-prone OS and it performs flawlessly .,Linux,Neutral,1
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident !!!",service rep,Neutral,1
"The screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",keyboard,Positive,2
The program came with the computer and works beautifully .,program,Positive,2
The start menu is not the easiest thing to navigate due to the stacking .,navigate,Negative,0
"After purchasing this thing , I find out that I need a special interface device to connect my camera , and that it can not be purchased at the store - only on line .",interface device,Negative,0
"I had a USB connect but , i ca n't use it because it is not compatible .",USB connect,Negative,0
"Apparently well-built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",performance,Positive,2
The LED backlit display makes my pictures pop so much more .,LED backlit display,Positive,2
Fan noise : The fan made a constant hissing noise in the background .,fan,Negative,0
"Also the speakers are not very loud , But it is a netbook .",speakers,Negative,0
You may need to special order a bag .,bag,Neutral,1
I could n't believe how long the battery lasted on a single charge .,battery,Positive,2
The technical service for dell is so 3rd world it might as well not even bother .,technical service for dell,Negative,0
This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,keyboard functions,Negative,0
It also came with a built it web cam which is great because I can see an communicate with my family members back home .,built it web cam,Positive,2
"-LRB- Beware , their staff could send you back making you feel that only they know what a computer is .",staff,Negative,0
"WIth the upgraded memory , the MacBook Pro never has an issue running many many applications at once !",applications,Neutral,1
The internet capabilities are also very strong and picks up signals very easily .,internet capabilities,Positive,2
"But we had paid for bluetooth , and there was none .",bluetooth,Negative,0
"I love my Apple , it is quick and easy to use .",use,Positive,2
My one complaint with this laptop is that I 've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in .,electronic fuzz sound,Negative,0
Great product by Apple with the new great looking design .,design,Positive,2
It caught a virus that completely wiped out my hard drive in a matter of hours .,hard drive,Negative,0
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones / mic , not to mention the laptop was designed for right handed person .",headphones,Negative,0
"Setting would change for some reason , the screen size would change on it 's own , like the pixel sizes and whatnot .",Setting,Negative,0
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance .,performance,Positive,2
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler , quicker , and easier .",trackpad,Positive,2
"I wish it had a webcam though , then it would be perfect !",webcam,Negative,0
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I did n't like the trackpad .,trackpad,Negative,0
"I have Vista , so I am unable to install and uninstall some programs .",uninstall,Negative,0
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,Cords,Negative,0
The only downfall is a lot of the software I have wo n't work with Mac and iWork is not worth the price of it .,iWork,Negative,0
It 's so nice to look at and the keys are easy to type with .,look,Positive,2
"One night I turned the freaking thing off after using it , the next day I turn it on , no GUI , screen all dark , power light steady , hard drive light steady and not flashing as it usually does .",screen,Negative,0
"The laptop is relatively simple to use , though I bought Macs for Dummies , which is well worth $ Positive",use,Positive,2
"I have no idea how to burn cd 's or to use the web cam , just for starters .",web cam,Neutral,1
The casing of the power cord fried and shocked my husband when he pulled it out of the socket .,casing of the power cord,Negative,0
Did n't work when shipped from Walmart.com but went into a store and exchanged for a working laptop -LRB- same make/model -RRB- .,work,Negative,0
"Also it is very good for college students who just need a reliable , easy to use computer .",use,Positive,2
"I saw walmart had the same computer for about $ 650 but still knowing what I know now , I would not buy it at that price .",price,Negative,0
"Some problems can be fixed if you purchase new software , but there is no guarentee .",software,Negative,0
But if you 're willing to pay another 200 dollar for a windows disc .,windows disc,Neutral,1
"I ordered through MacMall , which saved me the sales tax I would have incurred buying locally .",sales tax,Positive,2
I 'm really impressed with the quality and performance for the price of the computer .,performance,Positive,2
- Touchpad will take a bit of time to get used to .,Touchpad,Neutral,1
"I had to adjust my mousepad sensitivity , because it is very sensitive .",mousepad sensitivity,Negative,0
I have had no problems with it unlike some hardware defects on past models .,hardware,Negative,0
"I chose the iBookG4 , a laptop that is an attractive computer with a large screen big enough to please anyone .",screen,Positive,2
I 've have n't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off .,usb port wires,Neutral,1
"I had upgraded my old MacBook to Lion , so I kind of knew what I was getting , but had n't been able to enjoy some of the awesome new multi-touch features .",multi-touch features,Positive,2
"Not only are the versions of these programs able to be saved , worked on and opened on both a PC and Mac , the versions of these programs on a Mac are graphically and functionally superior .",programs,Positive,2
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever .,surfing the web,Positive,2
4gb of ram ...,ram,Neutral,1
"They don t translate from a Mac , even on Word , resulting in a ton of run-on sentences .",Word,Negative,0
"Also , the battery does not last very long at all .",battery,Negative,0
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED -LRB- THIS IS UNLIKELY AS I AM A SLOW TYPIST -RRB- OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED .,KEYS,Negative,0
My first problem was with the pre-loaded Norton Firewall/Security program .,pre-loaded Norton Firewall/Security program,Negative,0
"The best thing to do is build your own computer , but if u ca n't company 's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $ 2000 systems and if you google `` dell coupons '' you can find codes that take a signifant amount off the price .",price,Positive,2
"while about 8 years ago , I hope that the quality has changed .",quality,Negative,0
It had most of the features and all of the power that I wanted to replace my desktop machine .,power,Positive,2
Screen is crystal clear and the system is very responsive .,Screen,Positive,2
I should have checked this before I installed my applications .,applications,Neutral,1
"Fully charged , the MacBook Pro can last about five hours unplugged .",charged,Positive,2
The keyboard feels good and I type just fine on it .,keyboard,Positive,2
"Garageband is more for the musicians , and the laptop is equipped with a good working microphone , good enough for beginners and musicians at the intermediate level .",microphone,Positive,2
"The speed gives you the power to work on these projects seamlessly , and multiple at a time if you sowish .",speed,Positive,2
"In all honesty , if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop , then do not buy this computer .",sized,Neutral,1
"The flaws are , this computer is not for computer gamers because of the OS X .",OS X,Negative,0
"I use the computer to basically check emails , surf the web , print coupons and for my college papers .",surf the web,Neutral,1
I have only had PCs with Windows before so this takes a little getting use to .,Windows,Neutral,1
I am using the external speaker - sound is good .,sound,Positive,2
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,setup,Negative,0
But the machine is awesome and iLife is great and I love Snow Leopard X .,Snow Leopard X,Positive,2
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",Microsoft software,Negative,0
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote .,Keynote,Neutral,1
"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",bluetooth enabled,Negative,0
"Then I 've fixed the DC jack -LRB- inside the unit -RRB- , rewired the DC jack to the OUTside of the laptop , replaced the power brick .",DC jack,Neutral,1
The Nortons virus scan is only for a very short time unlike others that usually are good for a year .,Nortons virus scan,Negative,0
The graphics were awful and the warranty is n't even worth the cheap payment on the computer .,warranty,Negative,0
"Everything about the Mac is not only visually appealing , but very easy to use .",use,Positive,2
"All of the programs -LRB- Keynote , Pages , Numbers -RRB- have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual .",programs,Positive,2
I also like the acer arcade but these were reallythe only two things I liked about this laptop .,acer arcade,Positive,2
and it comes with the new OSX that comes with new features that makes the use more easy .,OSX,Positive,2
Excellent LED monitor and well equipped .,LED monitor,Positive,2
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted .,type,Positive,2
I have other computers that get strong signals that do n't drop in places that this `` net `` book loses its signal .,signals,Positive,2
The keyboard is top notch .,keyboard,Positive,2
"Love the graphics , awesome programs -LRB- including Garageband -RRB- , and really cool default background .",programs,Positive,2
It has just enough RAM to run smoothly and enough memory to satisfy my needs .,memory,Positive,2
I was also able to install and use my Photoshop and AfterEffects programs easily .,Photoshop,Positive,2
Everything about this computer is easy to use .,use,Positive,2
"Screen is awesome , battery life is good .",battery life,Positive,2
"I actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they FINALLY agreed to replace it , -LRB- ALL OF THIS IN LESS THAN 1 1/2 YEARS !",hard drive,Negative,0
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor .,processor,Neutral,1
"THEN , one month after the warranty expired , the replacement charger went .",warranty,Neutral,1
"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",speakers,Positive,2
"My friend reports the notebook is astonishing in performance , picture quality , and ease of use .",use,Positive,2
Now the machine wo n't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I 'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook .,warranty,Negative,0
Somehow the system clock got messed up after reboot .,system clock,Negative,0
Unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .,power supply,Negative,0
"I love the size , keyboard , the functions .",size,Positive,2
then on top of it all their cusromer service center is in the middle east .,cusromer service center,Negative,0
After replacing the hard drive the battery stopped working -LRB- 3 months of use -RRB- which was frustrating .,hard drive,Neutral,1
I use a cooling pad but it does n't help .,cooling pad,Negative,0
"I can render AVCHD movies with little effort , which was a problem for most pc 's unless you had a quad core I7 .",quad core I7,Positive,2
Sound card is limited though .,Sound card,Negative,0
I especially like the backlit keyboard .,backlit keyboard,Positive,2
Can listen to my music and watch my videos with ease and with a great display .,display,Positive,2
He has replaced his hard drive twice and -LRB- of course -RRB- has had to pay for antivirus software every year .,hard drive,Negative,0
It does not keep internet signals no matter where you bring it .,internet signals,Negative,0
"I love the feel of the key board , as well as the trackpad .",key board,Positive,2
I wish the volume could be louder and the mouse didnt break after only a month .,volume,Negative,0
"It is fast booting up , shutting down , and connection with the internet .",booting up,Positive,2
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler , quicker , and easier .",navigating,Positive,2
It 's software and speed enable it to do amazing things .,software,Positive,2
"The Bluetooth was not there at all , and the fingerprint reader driver would be there , but the software would hang after installation was 1/2 way done .",software,Negative,0
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",CD drive,Negative,0
This MacBook is an outstanding product with great value .,value,Positive,2
So what if the laptops/mobile phones look chic and cool ? The after sales support is terrible .,after sales support,Negative,0
Enabling the battery timer is useless .,battery timer,Negative,0
I 've been impressed with the battery life and the performance for such a small amount of memory .,battery life,Positive,2
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Excel,Negative,0
"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",subwoofer,Positive,2
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING !!!,PROCESSING,Positive,2
"The most recent being that my Safari internet browser is freaking out on me , but I have just been using firefox instead .",firefox,Positive,2
I dual boot with Linux and that other security-prone OS and it performs flawlessly .,performs,Positive,2
Wonderful zooming .,zooming,Positive,2
There is nothing to complain about the system .,system,Positive,2
"While I mostly use it for email , internet and gaming , I 'm confident all other applications live up to the high standard I 've come to appreciate from Mac laptops .",internet,Neutral,1
"WIth the upgraded memory , the MacBook Pro never has an issue running many many applications at once !",running,Positive,2
'' > iPhoto is probably the best program I have ever worked with : easy and convenient .,iPhoto,Positive,2
The company sent me a whole new cord overnight and apologized .,cord,Positive,2
"the only problem is that i had to add 1 gb RAM , the computer was kinda slow .",RAM,Negative,0
I charge it at night and skip taking the cord with me because of the good battery life .,battery life,Positive,2
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it , but I like the big screen on it .",screen,Positive,2
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,keyboard,Negative,0
I love a `` pc '' but I was ready for a change and tired of the windows system .,windows system,Negative,0
/ awesome cooling system / much better grafics card -LRB- ATI 5870 -RRB- / 8GB RAM / LED backlit screen ...,cooling system,Positive,2
"I am not sure if it was the drive itself , however ;",drive,Neutral,1
"You know , using the computer should be fun , not aggrevation , especially when you are playing games or working with photos .",playing games,Neutral,1
You can even run a parallels type program easily and run any leftover PC software that you absolutely can not be without .,software,Positive,2
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic , not to mention the laptop was designed for right handed person .",mic jack,Negative,0
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,charger,Negative,0
"It did n't come with any software installed outside of windows media , but for the price , I was very pleased with the condition and the overall product .",software,Negative,0
Right size and weight for portability .,size,Positive,2
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,updates,Positive,2
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",thunderbolt port,Positive,2
They have developed excellent proprietary software for editing video and pictures and I 'm looking forward to utilizing these tools on the regular .,proprietary software,Positive,2
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better .,video chat,Negative,0
"Bigger HD , better graphics card , and a bid HD .",HD,Positive,2
Another issue I have with it is the battery .,battery,Negative,0
Not easy to carry .,carry,Negative,0
"Until I bought the Dell , I thought you just looked for what you wanted -LRB- size , software , options , hardware -RRB- and purchase the best deal you could find .",software,Neutral,1
"As with any laptop not purchased with software options , it comes with a lot of what I consider useless applications .",applications,Negative,0
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth , they come loose .",screen,Neutral,1
The large screen also helps when you are working in design based programs like Adobe Creative Suite .,screen,Positive,2
"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .",Windows,Negative,0
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .",battery life,Negative,0
"Was disappointed to find out that the model had been discontinued , apparently because of known motherboard problems .",motherboard,Negative,0
It is extremely portable and easily connects to WIFI at the library and elsewhere .,connects to WIFI,Positive,2
The trackpad was easy to learn and navigate .,trackpad,Positive,2
"The difference is it 's a whole lot of fun using the laptop now , still learning the Apple navigation , but is fun and comes with a lot of cool apps .",apps,Positive,2
"This laptop looks great on the surface : 17"" inch screen , good price-point , nice appearance , boots up quickly , runs fast etc. .","17"" inch screen",Positive,2
this apple navigates you thru the unexplored world of the internet .,internet,Neutral,1
It did not have all the features I expected it to have .,features,Negative,0
I 've also had to have the keyboard replaced at my expense .,keyboard,Negative,0
"I work in film editing and post production , so I need a laptop that not only has power , but memory and speed as well .",speed,Neutral,1
This computer is exceptionally thin for it 's screen size and processing power .,processing power,Positive,2
"-LRB- I had been a Windows / Linux user before this -RRB- I love the size because the screen is big enough for what I use it for -LRB- Internet , artwork -RRB- , and yet it is small enough to be reasonably portable .",Windows,Neutral,1
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC .,Microsoft Office,Neutral,1
The ease of set up was terrific .,set up,Positive,2
"The PhotoBooth is a great program , it takes very good pictures with the built-in camera .",PhotoBooth,Positive,2
"I was looking too closely at the other performance specs and while comparing , I took it for granted that these features were standard .",features,Neutral,1
"I have Vista , so I am unable to install and uninstall some programs .",install,Negative,0
"There are several programs for school or office use -LRB- Pages , Numbers , Keynote , etc. -RRB- , music -LRB- Garageband -RRB- , photo management -LRB- Photo Booth , iPhoto -RRB- , video-editing or movie-making -LRB- iMovie -RRB- , etc. .",school or office use,Neutral,1
"It was not clear that the Microsoft Student Edition that was loaded on the computer , was a six month trial .",Microsoft Student Edition,Negative,0
"WIth the upgraded memory , the MacBook Pro never has an issue running many many applications at once !",upgraded memory,Positive,2
"I would definitely reccomend this if you are in the market for an easy to use , stylish , fun , awesome computer .",use,Positive,2
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .,hard drive,Negative,0
Everything from the design to the OS is simple and to the point .,OS,Positive,2
Skype is just so dang cool with this machine too .,Skype,Positive,2
"The design is awesome , quality is unprecedented .",design,Positive,2
So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center '' .,service,Negative,0
"The screen is nice and the images comes very clear , the keyboard and the fit just feels right .",screen,Positive,2
"I do not experience a lot of heat coming out of it , however I would highly suggest purchasing a stand however , due to the nature of the design of the macbook as it is one very large heat sink .",design,Negative,0
"It 's applications are terrific , including the replacements for Microsoft office .",Microsoft office,Positive,2
I loaded windows 7 via Bootcamp and it works flawlessly !,Bootcamp,Positive,2
The pictures are clear as can be .,pictures,Positive,2
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations .,performance,Negative,0
even though I had the receipt in front of me proving it still had 2 months left on the warranty .,warranty,Negative,0
Very fast boot up and shut down .,shut down,Positive,2
The Material this Pro is made out of seems a lot nicer than any PC Specs : Like I said this performs a lot better than any computer I 've had in the past .,Material,Positive,2
My real problem with it ? The statement of 7 hour battery life is not just mere exaggeration -- it 's a lie .,battery life,Negative,0
The speakers on it are useless too .,speakers,Negative,0
I can not be happier with the service or product .,service,Positive,2
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,Positive,2
"The only thing that can be updated is the video , other than that you 're all set .",video,Negative,0
"The display on this computer is the best I 've seen in a very long time , the battery life is very long and very convienent .",battery life,Positive,2
"Waiting for the i7 was well worth it , great value for the price .",price,Positive,2
"the key bindings take a little getting used to , but have loved the Macbook Pro .",key bindings,Negative,0
"My power supply cord developed exposed wires within the first year of ownership , so it was covered by the Applecare warranty plan .",power supply cord,Negative,0
"Great battery , speed , display .",display,Positive,2
"The only drawback for me is how dirty the screen gets , and rather quickly too .",screen,Negative,0
"I took it in to the Apple store and guess what ? They fixed it , no cost out of pocket .",cost,Negative,0
Now I have the best of both worlds with all of the power and ease of the Mac !,power,Positive,2
That system is fixed .,system,Neutral,1
"Three , the mac book has advantages over pcs ' with linux based os there is very ` few problems with system performance when it comes to a mac .",linux based os,Negative,0
I did not have to call the support line at all .,support line,Neutral,1
I loaded windows 7 via Bootcamp and it works flawlessly !,windows 7,Positive,2
To be honest i think it was faulty equipment or something but idk .,equipment,Negative,0
"Features such as the Dashboard -LRB- allows you to view frequently used tools like a calculator , weather forecast , movie times , calendar , computer post its etc. .",Dashboard,Neutral,1
Hard disk - The new editions gives you more hard disk space -LRB- 500GB instead of 320GB -RRB- but time has taught me never to trust an internal hard disk .,internal hard disk,Neutral,1
"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",plate,Negative,0
They replaced my hard drive as well as my mother board .,mother board,Neutral,1
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,keyboard,Neutral,1
"It 's like 9 punds , but if you can look past it , it 's GREAT !",9 punds,Negative,0
"They break down just as often as PCs do , and the only reason they do n't get viruses , is because no one makes viruses for them , they 're not better in any way , they are worse , try finding virus protection programs for a Mac , they do n't exist .",virus protection programs for a Mac,Negative,0
The battery does n't last long but I 'm sure an upgrade battery would solve that problem .,battery,Negative,0
I liked the aluminum body .,aluminum body,Positive,2
"The computer itself was fast , ran smoothly , and had no problems .",ran,Positive,2
Comes with iMovie ;,iMovie,Positive,2
"Though the picture , video , and music software is nowhere close to professional grade software Im used to -LRB- CS5 -RRB- but does the job for beginner and even intermediate media designers .",video,Negative,0
"'' This is n't a big deal , I have n't noticed the issue with DVDs or other media , only through USB output .",USB output,Negative,0
BUT there 's this application called Boot Camp which allows you to add another OS X like Windows .,Boot Camp,Neutral,1
They really do have the worlds very worst repair service .,repair service,Negative,0
"iTunes is a handy music-management program , and it is essential for anyone with an iPod .",program,Positive,2
"So , the hard disk capacity really does n't matter to me .",hard disk capacity,Neutral,1
"The computer loads in about a 1/10th of the time that my PC did , and I have all of the programs that were on my PC .",programs,Positive,2
"The image is great , and the soud is excelent .",image,Positive,2
"It was a great laptop , ran great and was really fast .",ran,Positive,2
It had some kind of pre installed software update that completely shut the computer down when you clicked it .,pre installed software update,Negative,0
very convenient when you travel and the battery life is excellent ...,battery life,Positive,2
"The delivery was fast , and I would not hesitate to purchase this laptop again .",delivery,Positive,2
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing .,mousepad,Neutral,1
"I think the manual is somewhere on the hard drive , but I rather have a hard copy .",manual,Neutral,1
"The computer runs very fast with no problems and the iLife software that comes with it -LRB- iPhoto , iMovie , iWeb , iTunes , GarageBand -RRB- is all very helpful as well .",iMovie,Positive,2
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming .,gaming,Positive,2
